Frame Number,Main Thread,System Used Memory,GC Reserved Memory,Total Reserved Memory,ServerFixedUpdate,TerrainGeneration,PlayerTerrainGenCheck,StructureGeneration,TerrainLogicSystem,GetUpdates,ReevaluatePropagateMarker,PropagateLogicState,CheckGateState,StatisticsSystem,NumGateBlocks,NumInputTypeBlocks,Number of Terrain Areas (Client),Number of Terrain Areas (Server),Number of Players (Client),Number of Players (Server)
64316,63644517,4330016768,75124736,12393418752,58772630,0,195356,570600,39267752,1118557,231,36171997,1818420,7845,400.0,775.0,0.0,2136.0,0.0,1.0
64317,16042706,4334211072,75124736,12410195968,10752004,0,275506,528711,0,0,0,0,0,11102,400.0,775.0,0.0,2136.0,0.0,1.0
64318,8122001,4334460928,75124736,12410195968,2204935,0,104536,164789,0,0,0,0,0,5149,400.0,775.0,0.0,2136.0,0.0,1.0
64319,6798239,4334727168,75124736,12410195968,2016321,0,107822,169628,0,0,0,0,0,6522,400.0,775.0,0.0,2136.0,0.0,1.0
64320,5704498,4334727168,75124736,12410195968,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64321,6525898,4334727168,75124736,12410195968,1958953,0,107131,171332,0,0,0,0,0,5340,400.0,775.0,0.0,2136.0,0.0,1.0
64322,5632964,4334993408,75124736,12410195968,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64323,4281750,4333445120,73453568,12408524800,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64324,6556005,4333445120,73453568,12408524800,1615770,0,99487,151524,0,0,0,0,0,4078,400.0,775.0,0.0,2136.0,0.0,1.0
64325,3463736,4331524096,70463488,12405534720,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64326,5052175,4331524096,70463488,12405534720,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64327,5709889,4331524096,70463488,12405534720,1625819,0,98064,149851,0,0,0,0,0,4128,400.0,775.0,0.0,2136.0,0.0,1.0
64328,4872198,4333891584,70463488,12422311936,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64329,3551210,4335988736,70463488,12422311936,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64330,5078133,4335988736,70463488,12422311936,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64331,5395509,4335988736,70463488,12422311936,1596925,0,98685,148399,0,0,0,0,0,4348,400.0,775.0,0.0,2136.0,0.0,1.0
64332,5019403,4335988736,70463488,12422311936,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64333,3584412,4335988736,70463488,12422311936,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64334,6559722,4335988736,70463488,12422311936,1621641,0,97743,152276,0,0,0,0,0,4238,400.0,775.0,0.0,2136.0,0.0,1.0
64335,3221642,4335988736,70463488,12422311936,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64336,4961024,4335988736,70463488,12422311936,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64337,3662960,4335988736,70463488,12422311936,0,0,0,0,0,0,0,0,0,0,400.0,775.0,0.0,2136.0,0.0,1.0
64338,6564801,4335988736,70463488,12422311936,1647890,0,97874,150793,0,0,0,0,0,4859,400.0,775.0,0.0,2136.0,0.0,1.0
